Data,H,|I,Out_Acc,In_Acc,Sol_Time,Model,Warm_Start,Warm_Start_Time,Time_Limit,Rand_State,MIP_Gap,Obj_Val,Obj_Bound,VIS_Calls,VIS_Cuts,VIS_Time,HP_Time,FP_Time,FP_Num_CB,FP_Num_Cuts,Eps,Branch_Type
iris,2,112,0.9736842105263158,0.9910714285714286,0.2230069637298584,OCT-Multivariate,False,0,600,138,0.0,0.0,0.0
iris,2,112,0.9473684210526315,1.0,0.5004611015319824,OCT-Multivariate,False,0,600,15,0.0,0.0,0.0
iris,2,112,0.9736842105263158,0.9464285714285714,0.4679839611053467,OCT-Multivariate,False,0,600,89,1.0,0.0,0.008928571428571397
iris,2,112,1.0,0.9910714285714286,3.7137110233306885,OCT-Multivariate,False,0,600,42,0.0,0.008928571428571428,0.008928571428571428
iris,2,112,0.868421052631579,0.9732142857142857,1.2702867984771729,OCT-Multivariate,False,0,600,0,0.0,0.0,0.0
iris,3,112,0.868421052631579,0.9732142857142857,3.0666561126708984,OCT-Multivariate,False,0,600,138,0.0,0.0,0.0
iris,3,112,0.9210526315789473,0.9642857142857143,2.9442830085754395,OCT-Multivariate,False,0,600,15,0.0,0.0,0.0
balance_scale,2,468,0.3821656050955414,0.405982905982906,0.008695248514413834,GOSDT+g,SVM,0.05856075696647167,600,138
balance_scale,2,468,0.445859872611465,0.4658119658119658,0.006693733856081963,GOSDT+g,SVM,0.057560255751013756,600,15
balance_scale,2,468,0.5732484076433121,0.5384615384615384,0.006324516609311104,GOSDT+g,SVM,0.056722695007920265,600,89
iris,3,112,0.9736842105263158,0.9821428571428571,5.452311992645264,OCT-Multivariate,False,0,600,89,0.0,0.0,0.0
balance_scale,2,468,0.4713375796178344,0.4423076923076923,0.0058115702122449875,GOSDT+g,SVM,0.05595368333160877,600,42
balance_scale,2,468,0.5668789808917197,0.5598290598290598,0.006326891481876373,GOSDT+g,SVM,0.056760119274258614,600,0
balance_scale,3,468,0.4968152866242038,0.5170940170940171,0.04286179132759571,GOSDT+g,SVM,0.07808511145412922,600,138
balance_scale,3,468,0.5095541401273885,0.5213675213675214,0.027676453813910484,GOSDT+g,SVM,0.0750300120562315,600,15
balance_scale,3,468,0.5668789808917197,0.594017094017094,0.03155727498233318,GOSDT+g,SVM,0.07588071562349796,600,89
balance_scale,3,468,0.445859872611465,0.4807692307692308,0.024047892540693283,GOSDT+g,SVM,0.07413909956812859,600,42
balance_scale,3,468,0.4840764331210191,0.4465811965811966,0.015271928161382675,GOSDT+g,SVM,0.07108787633478642,600,0
balance_scale,4,468,0.46496815286624205,0.5534188034188035,0.23183256015181541,GOSDT+g,SVM,0.09872251562774181,600,138
balance_scale,4,468,0.3375796178343949,0.35683760683760685,0.5445194989442825,GOSDT+g,SVM,0.10523092560470104,600,15
iris,3,112,0.9736842105263158,0.9553571428571429,6.971402168273926,OCT-Multivariate,False,0,600,42,1.0,0.0,0.008928571428571428
iris,3,112,0.21052631578947367,0.36607142857142855,0.11400985717773438,OCT-Multivariate,False,0,600,0,1.0,0.0,0.625
iris,4,112,0.868421052631579,0.9821428571428571,3.1999762058258057,OCT-Multivariate,False,0,600,138,0.0,0.0,0.0
